gold_label	English	German	Spanish	Swahili	Urdu	pairID
entailment	contradiction	entailment	contradiction	contradiction	entailment	736
neutral	contradiction	contradiction	contradiction	contradiction	contradiction	737
contradiction	entailment	entailment	entailment	contradiction	entailment	738
neutral	contradiction	contradiction	contradiction	contradiction	contradiction	742
contradiction	entailment	entailment	entailment	entailment	contradiction	743
entailment	neutral	neutral	neutral	entailment	neutral	744
entailment	neutral	neutral	neutral	neutral	contradiction	745
neutral	neutral	contradiction	contradiction	contradiction	contradiction	746
contradiction	entailment	entailment	entailment	entailment	entailment	747
contradiction	entailment	entailment	entailment	entailment	entailment	748
neutral	contradiction	contradiction	contradiction	contradiction	entailment	749
entailment	neutral	contradiction	entailment	contradiction	entailment	750
neutral	neutral	contradiction	neutral	entailment	entailment	751
contradiction	entailment	entailment	entailment	entailment	contradiction	752
entailment	neutral	neutral	neutral	contradiction	contradiction	753
neutral	contradiction	entailment	entailment	entailment	entailment	754
entailment	neutral	neutral	neutral	contradiction	contradiction	755
contradiction	entailment	entailment	entailment	entailment	entailment	756
neutral	contradiction	entailment	entailment	contradiction	entailment	757
contradiction	entailment	entailment	entailment	entailment	entailment	758
entailment	neutral	neutral	entailment	entailment	entailment	759
neutral	contradiction	contradiction	contradiction	contradiction	contradiction	760
contradiction	entailment	entailment	entailment	entailment	entailment	761
entailment	neutral	contradiction	neutral	contradiction	contradiction	762
contradiction	entailment	entailment	contradiction	contradiction	contradiction	763
neutral	contradiction	contradiction	contradiction	contradiction	contradiction	764
entailment	neutral	neutral	contradiction	contradiction	entailment	765
neutral	contradiction	contradiction	contradiction	contradiction	contradiction	766
entailment	contradiction	contradiction	contradiction	contradiction	entailment	767
contradiction	entailment	contradiction	contradiction	contradiction	entailment	768
entailment	neutral	neutral	neutral	neutral	contradiction	778
neutral	contradiction	contradiction	entailment	contradiction	contradiction	779
contradiction	entailment	entailment	entailment	contradiction	entailment	780
neutral	contradiction	contradiction	contradiction	contradiction	contradiction	781
contradiction	entailment	entailment	contradiction	entailment	entailment	782
entailment	neutral	neutral	neutral	contradiction	entailment	783
entailment	neutral	contradiction	neutral	contradiction	entailment	784
neutral	entailment	contradiction	entailment	contradiction	contradiction	785
contradiction	entailment	entailment	entailment	contradiction	entailment	786
entailment	neutral	entailment	neutral	contradiction	neutral	787
neutral	contradiction	contradiction	contradiction	contradiction	contradiction	788
contradiction	entailment	entailment	entailment	entailment	entailment	789
entailment	neutral	neutral	neutral	contradiction	entailment	790
neutral	contradiction	contradiction	contradiction	contradiction	entailment	791
contradiction	entailment	entailment	entailment	contradiction	entailment	792
contradiction	entailment	entailment	entailment	contradiction	contradiction	796
entailment	neutral	neutral	neutral	contradiction	entailment	797
neutral	contradiction	contradiction	contradiction	contradiction	contradiction	798
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	802
neutral	contradiction	contradiction	contradiction	entailment	contradiction	803
entailment	neutral	neutral	entailment	neutral	entailment	804
entailment	neutral	contradiction	contradiction	contradiction	neutral	808
contradiction	entailment	entailment	entailment	entailment	entailment	809
neutral	contradiction	contradiction	contradiction	neutral	contradiction	810
neutral	contradiction	contradiction	contradiction	contradiction	contradiction	811
contradiction	entailment	entailment	entailment	entailment	entailment	812
entailment	contradiction	neutral	contradiction	entailment	neutral	813
entailment	neutral	contradiction	contradiction	neutral	contradiction	814
neutral	contradiction	entailment	entailment	entailment	contradiction	815
contradiction	entailment	entailment	entailment	entailment	entailment	816
entailment	neutral	neutral	neutral	contradiction	contradiction	820
neutral	contradiction	contradiction	contradiction	contradiction	entailment	821
contradiction	entailment	entailment	entailment	contradiction	entailment	822
neutral	contradiction	contradiction	contradiction	entailment	contradiction	823
contradiction	entailment	entailment	entailment	entailment	entailment	824
entailment	neutral	neutral	neutral	contradiction	neutral	825
contradiction	entailment	entailment	entailment	contradiction	contradiction	829
entailment	neutral	entailment	neutral	contradiction	entailment	830
neutral	contradiction	contradiction	contradiction	contradiction	contradiction	831
contradiction	entailment	entailment	entailment	contradiction	entailment	832
neutral	contradiction	contradiction	contradiction	contradiction	entailment	833
entailment	neutral	neutral	contradiction	neutral	entailment	834
contradiction	entailment	entailment	entailment	contradiction	contradiction	838
neutral	contradiction	entailment	entailment	contradiction	contradiction	839
entailment	neutral	neutral	entailment	neutral	contradiction	840
entailment	neutral	contradiction	neutral	entailment	entailment	844
neutral	neutral	neutral	contradiction	contradiction	contradiction	845
contradiction	entailment	entailment	entailment	entailment	entailment	846
neutral	contradiction	contradiction	contradiction	entailment	entailment	847
contradiction	entailment	entailment	entailment	entailment	entailment	848
entailment	contradiction	contradiction	contradiction	entailment	entailment	849
neutral	contradiction	contradiction	neutral	neutral	neutral	850
contradiction	entailment	entailment	entailment	entailment	entailment	851
entailment	neutral	neutral	neutral	neutral	entailment	852
entailment	neutral	neutral	neutral	contradiction	neutral	853
neutral	entailment	entailment	entailment	contradiction	entailment	854
contradiction	entailment	entailment	entailment	entailment	contradiction	855
neutral	contradiction	contradiction	contradiction	contradiction	contradiction	856
contradiction	entailment	entailment	entailment	entailment	entailment	857
entailment	neutral	contradiction	neutral	contradiction	neutral	858
entailment	neutral	contradiction	contradiction	contradiction	contradiction	859
neutral	contradiction	contradiction	contradiction	contradiction	contradiction	860
contradiction	entailment	entailment	entailment	contradiction	contradiction	861
entailment	neutral	neutral	neutral	contradiction	contradiction	862
contradiction	entailment	entailment	entailment	contradiction	contradiction	863
neutral	neutral	neutral	neutral	contradiction	contradiction	864
contradiction	entailment	entailment	entailment	entailment	entailment	868
entailment	neutral	neutral	neutral	contradiction	entailment	869
neutral	contradiction	neutral	contradiction	contradiction	contradiction	870
entailment	neutral	contradiction	neutral	neutral	contradiction	871
contradiction	entailment	contradiction	entailment	contradiction	contradiction	872
neutral	contradiction	contradiction	contradiction	contradiction	contradiction	873
entailment	neutral	neutral	contradiction	neutral	contradiction	874
contradiction	entailment	entailment	entailment	entailment	entailment	875
neutral	contradiction	contradiction	contradiction	contradiction	contradiction	876
contradiction	entailment	entailment	entailment	entailment	entailment	877
entailment	neutral	contradiction	neutral	contradiction	entailment	878
neutral	contradiction	contradiction	neutral	contradiction	contradiction	879
neutral	entailment	entailment	contradiction	contradiction	contradiction	880
entailment	neutral	neutral	neutral	contradiction	contradiction	881
contradiction	entailment	entailment	entailment	contradiction	contradiction	882
entailment	neutral	entailment	entailment	contradiction	entailment	886
contradiction	entailment	entailment	entailment	entailment	entailment	887
neutral	neutral	neutral	neutral	entailment	neutral	888
neutral	contradiction	contradiction	neutral	contradiction	contradiction	889
entailment	neutral	neutral	neutral	neutral	neutral	890
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	891
contradiction	entailment	entailment	entailment	entailment	entailment	892
neutral	contradiction	contradiction	contradiction	contradiction	contradiction	893
entailment	neutral	contradiction	neutral	neutral	contradiction	894
entailment	neutral	neutral	neutral	contradiction	contradiction	901
contradiction	entailment	entailment	entailment	entailment	entailment	902
neutral	contradiction	contradiction	contradiction	contradiction	contradiction	903
neutral	contradiction	contradiction	contradiction	contradiction	contradiction	904
entailment	neutral	neutral	entailment	entailment	contradiction	905
contradiction	entailment	entailment	entailment	entailment	entailment	906
entailment	neutral	neutral	neutral	neutral	contradiction	907
contradiction	entailment	contradiction	entailment	contradiction	contradiction	908
neutral	neutral	neutral	contradiction	contradiction	contradiction	909
neutral	entailment	entailment	entailment	contradiction	entailment	910
entailment	neutral	neutral	neutral	entailment	entailment	911
contradiction	entailment	entailment	entailment	contradiction	entailment	912
entailment	neutral	entailment	contradiction	contradiction	contradiction	913
neutral	contradiction	contradiction	contradiction	contradiction	entailment	914
contradiction	entailment	entailment	contradiction	entailment	contradiction	915
entailment	neutral	contradiction	neutral	contradiction	entailment	919
