gold_label	English	German	Spanish	Swahili	Urdu	pairID
neutral	neutral	neutral	contradiction	neutral	neutral	831
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	832
neutral	neutral	neutral	neutral	neutral	contradiction	833
entailment	entailment	entailment	entailment	entailment	contradiction	834
contradiction	contradiction	contradiction	entailment	neutral	contradiction	838
neutral	neutral	contradiction	contradiction	neutral	neutral	839
entailment	entailment	entailment	contradiction	entailment	neutral	840
entailment	entailment	neutral	entailment	entailment	contradiction	844
neutral	entailment	entailment	neutral	contradiction	neutral	845
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	846
neutral	neutral	neutral	neutral	contradiction	contradiction	847
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	848
entailment	entailment	neutral	neutral	contradiction	contradiction	849
neutral	entailment	neutral	entailment	neutral	entailment	850
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	851
entailment	entailment	entailment	entailment	neutral	entailment	853
neutral	contradiction	contradiction	neutral	neutral	neutral	854
entailment	entailment	neutral	contradiction	contradiction	contradiction	859
neutral	neutral	neutral	neutral	neutral	neutral	860
contradiction	contradiction	contradiction	contradiction	contradiction	neutral	861
entailment	entailment	entailment	entailment	neutral	neutral	862
contradiction	contradiction	contradiction	contradiction	neutral	contradiction	863
neutral	entailment	entailment	entailment	neutral	neutral	864
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	868
entailment	entailment	entailment	entailment	neutral	contradiction	869
entailment	entailment	neutral	entailment	entailment	neutral	871
contradiction	contradiction	neutral	contradiction	neutral	neutral	872
neutral	neutral	neutral	neutral	neutral	neutral	873
entailment	entailment	entailment	entailment	entailment	neutral	874
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	875
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	877
entailment	entailment	neutral	entailment	neutral	contradiction	878
neutral	neutral	neutral	neutral	neutral	neutral	879
neutral	neutral	neutral	neutral	neutral	neutral	880
entailment	entailment	entailment	entailment	neutral	neutral	881
contradiction	contradiction	contradiction	contradiction	neutral	neutral	882
entailment	entailment	contradiction	contradiction	contradiction	contradiction	886
contradiction	contradiction	contradiction	contradiction	neutral	contradiction	887
neutral	neutral	neutral	neutral	contradiction	neutral	888
neutral	neutral	contradiction	entailment	neutral	neutral	889
contradiction	neutral	contradiction	contradiction	neutral	contradiction	891
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	892
neutral	neutral	neutral	neutral	neutral	neutral	893
entailment	entailment	entailment	entailment	entailment	neutral	894
entailment	entailment	entailment	entailment	neutral	neutral	901
contradiction	contradiction	contradiction	contradiction	neutral	contradiction	902
neutral	neutral	neutral	neutral	neutral	neutral	903
entailment	entailment	entailment	contradiction	contradiction	neutral	905
contradiction	contradiction	contradiction	contradiction	contradiction	neutral	906
entailment	entailment	entailment	entailment	entailment	neutral	907
contradiction	contradiction	neutral	neutral	contradiction	contradiction	908
neutral	entailment	entailment	entailment	neutral	neutral	909
neutral	neutral	contradiction	contradiction	neutral	contradiction	910
entailment	entailment	entailment	entailment	contradiction	contradiction	911
contradiction	contradiction	contradiction	contradiction	neutral	contradiction	912
entailment	entailment	contradiction	contradiction	contradiction	neutral	913
neutral	neutral	neutral	neutral	neutral	neutral	914
contradiction	contradiction	entailment	neutral	contradiction	neutral	915
entailment	entailment	neutral	entailment	neutral	contradiction	919
