gold_label	English	German	Spanish	Swahili	Urdu	pairID
entailment	entailment	entailment	entailment	contradiction	entailment	744
entailment	entailment	entailment	entailment	entailment	neutral	745
neutral	entailment	neutral	neutral	neutral	neutral	746
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	747
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	748
neutral	neutral	neutral	neutral	neutral	contradiction	749
entailment	entailment	neutral	contradiction	neutral	contradiction	750
neutral	entailment	neutral	entailment	contradiction	contradiction	751
contradiction	contradiction	contradiction	contradiction	contradiction	neutral	752
entailment	entailment	entailment	entailment	neutral	neutral	753
neutral	neutral	contradiction	contradiction	contradiction	contradiction	754
entailment	entailment	entailment	entailment	neutral	neutral	755
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	756
neutral	neutral	contradiction	contradiction	neutral	contradiction	757
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	758
entailment	entailment	entailment	contradiction	contradiction	contradiction	759
neutral	neutral	neutral	neutral	neutral	neutral	760
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	761
entailment	entailment	neutral	entailment	neutral	neutral	762
contradiction	contradiction	contradiction	neutral	neutral	neutral	763
neutral	neutral	neutral	neutral	neutral	neutral	764
entailment	entailment	entailment	neutral	neutral	contradiction	765
neutral	neutral	neutral	neutral	neutral	neutral	766
entailment	neutral	neutral	neutral	neutral	contradiction	767
contradiction	contradiction	neutral	neutral	neutral	contradiction	768
entailment	entailment	entailment	entailment	entailment	neutral	778
neutral	neutral	neutral	contradiction	neutral	neutral	779
contradiction	contradiction	contradiction	contradiction	neutral	contradiction	780
neutral	neutral	neutral	neutral	neutral	neutral	781
contradiction	contradiction	contradiction	neutral	contradiction	contradiction	782
entailment	entailment	entailment	entailment	neutral	contradiction	783
entailment	entailment	neutral	entailment	neutral	contradiction	784
neutral	contradiction	neutral	contradiction	neutral	neutral	785
contradiction	contradiction	contradiction	contradiction	neutral	contradiction	786
entailment	entailment	contradiction	entailment	neutral	entailment	787
neutral	neutral	neutral	neutral	neutral	neutral	788
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	789
entailment	entailment	entailment	entailment	neutral	contradiction	790
neutral	neutral	neutral	neutral	neutral	contradiction	791
contradiction	contradiction	contradiction	contradiction	neutral	contradiction	792
contradiction	contradiction	contradiction	contradiction	neutral	neutral	796
entailment	entailment	entailment	entailment	neutral	contradiction	797
neutral	neutral	neutral	neutral	neutral	neutral	798
contradiction	neutral	neutral	neutral	neutral	neutral	802
neutral	neutral	neutral	neutral	contradiction	neutral	803
entailment	entailment	entailment	contradiction	entailment	contradiction	804
entailment	entailment	neutral	neutral	neutral	entailment	808
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	809
neutral	neutral	neutral	neutral	entailment	neutral	810
neutral	neutral	neutral	neutral	neutral	neutral	811
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	812
entailment	neutral	entailment	neutral	contradiction	entailment	813
entailment	entailment	neutral	neutral	entailment	neutral	814
neutral	neutral	contradiction	contradiction	contradiction	neutral	815
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	816
entailment	entailment	entailment	entailment	neutral	neutral	820
neutral	neutral	neutral	neutral	neutral	contradiction	821
contradiction	contradiction	contradiction	contradiction	neutral	contradiction	822
neutral	neutral	neutral	neutral	contradiction	neutral	823
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	824
entailment	entailment	entailment	entailment	neutral	entailment	825
contradiction	contradiction	contradiction	contradiction	neutral	neutral	829
entailment	entailment	contradiction	entailment	neutral	contradiction	830
neutral	neutral	neutral	neutral	neutral	neutral	831
contradiction	contradiction	contradiction	contradiction	neutral	contradiction	832
neutral	neutral	neutral	neutral	neutral	contradiction	833
entailment	entailment	entailment	neutral	entailment	contradiction	834
contradiction	contradiction	contradiction	contradiction	neutral	neutral	838
neutral	neutral	contradiction	contradiction	neutral	neutral	839
entailment	entailment	entailment	contradiction	entailment	neutral	840
entailment	entailment	neutral	entailment	contradiction	contradiction	844
neutral	entailment	entailment	neutral	neutral	neutral	845
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	846
neutral	neutral	neutral	neutral	contradiction	contradiction	847
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	848
entailment	neutral	neutral	neutral	contradiction	contradiction	849
neutral	neutral	neutral	entailment	entailment	entailment	850
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	851
entailment	entailment	entailment	entailment	entailment	contradiction	852
entailment	entailment	entailment	entailment	neutral	entailment	853
neutral	contradiction	contradiction	contradiction	neutral	contradiction	854
contradiction	contradiction	contradiction	contradiction	contradiction	neutral	855
neutral	neutral	neutral	neutral	neutral	neutral	856
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	857
entailment	entailment	neutral	entailment	neutral	entailment	858
entailment	entailment	neutral	neutral	neutral	neutral	859
neutral	neutral	neutral	neutral	neutral	neutral	860
contradiction	contradiction	contradiction	contradiction	neutral	neutral	861
entailment	entailment	entailment	entailment	neutral	neutral	862
contradiction	contradiction	contradiction	contradiction	neutral	neutral	863
neutral	entailment	entailment	entailment	neutral	neutral	864
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	868
entailment	entailment	entailment	entailment	neutral	contradiction	869
neutral	neutral	entailment	neutral	neutral	neutral	870
entailment	entailment	neutral	entailment	entailment	neutral	871
contradiction	contradiction	neutral	contradiction	neutral	neutral	872
neutral	neutral	neutral	neutral	neutral	neutral	873
entailment	entailment	entailment	neutral	entailment	neutral	874
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	875
neutral	neutral	neutral	neutral	neutral	neutral	876
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	877
entailment	entailment	neutral	entailment	neutral	contradiction	878
neutral	neutral	neutral	entailment	neutral	neutral	879
neutral	contradiction	contradiction	neutral	neutral	neutral	880
entailment	entailment	entailment	entailment	neutral	neutral	881
contradiction	contradiction	contradiction	contradiction	neutral	neutral	882
entailment	entailment	contradiction	contradiction	neutral	contradiction	886
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	887
neutral	entailment	entailment	entailment	contradiction	entailment	888
neutral	neutral	neutral	entailment	neutral	neutral	889
entailment	entailment	entailment	entailment	entailment	entailment	890
contradiction	neutral	neutral	neutral	neutral	neutral	891
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	892
neutral	neutral	neutral	neutral	neutral	neutral	893
entailment	entailment	neutral	entailment	entailment	neutral	894
entailment	entailment	entailment	entailment	neutral	neutral	901
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	902
neutral	neutral	neutral	neutral	neutral	neutral	903
neutral	neutral	neutral	neutral	neutral	neutral	904
entailment	entailment	entailment	contradiction	contradiction	neutral	905
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	906
entailment	entailment	entailment	entailment	entailment	neutral	907
contradiction	contradiction	neutral	contradiction	neutral	neutral	908
neutral	entailment	entailment	neutral	neutral	neutral	909
neutral	contradiction	contradiction	contradiction	neutral	contradiction	910
entailment	entailment	entailment	entailment	contradiction	contradiction	911
contradiction	contradiction	contradiction	contradiction	neutral	contradiction	912
entailment	entailment	contradiction	neutral	neutral	neutral	913
neutral	neutral	neutral	neutral	neutral	contradiction	914
contradiction	contradiction	contradiction	neutral	contradiction	neutral	915
entailment	entailment	neutral	entailment	neutral	contradiction	919
